VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1N4AZ1CP5K,King,Kirkland,WA,98033,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,45.0,127384582,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402
1N4BZ1DP1L,King,Kirkland,WA,98034,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45.0,133005631,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603
1N4AZ0CP8D,Clark,Vancouver,WA,98660,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,49.0,154221056,POINT (-122.67156 45.63248),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011042000
5YJ3E1EB9J,Snohomish,Bothell,WA,98021,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,1.0,322762835,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051937
2C4RC1L74N,King,Bellevue,WA,98007,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,48.0,217185468,POINT (-122.12053 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022804
KNDCD3LD1J,Thurston,Olympia,WA,98503,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,2.0,166617272,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011500
5YJ3E1EB0N,King,Redmond,WA,98053,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,183072326,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032326
JTDKARFP8J,Clark,Vancouver,WA,98663,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,49.0,254054027,POINT (-122.64695 45.65675),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011042500
5YJSA1H26F,Snohomish,Lynnwood,WA,98087,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,21.0,196736263,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061051803
5YJ3E1EB1N,Clallam,Port Angeles,WA,98362,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,24.0,208304610,POINT (-123.4313 48.11872),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,53009001400
1N4BZ0CP7G,King,Issaquah,WA,98029,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,5.0,126272296,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032219
JN1AZ0CP0C,King,Seattle,WA,98104,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,43.0,189124260,POINT (-122.32945 47.60357),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008500
7SAYGDEE6N,Snohomish,Bothell,WA,98021,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1.0,194051224,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938
1N4AZ1CP2K,King,Seattle,WA,98199,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,36.0,474856931,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005600
7SAYGAEEXN,King,Sammamish,WA,98075,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41.0,196768575,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215
JTDKN3DP7D,King,Auburn,WA,98092,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,31.0,331771926,POINT (-122.17663 47.32326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031204
WMWXP3C08M,King,Redmond,WA,98052,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110,0,48.0,107572475,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022803
WAUSPBFF3H,King,Seattle,WA,98106,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,34.0,170785464,POINT (-122.35163 47.54287),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011300
3FMTK4SE3N,Pierce,Puyallup,WA,98373,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,25.0,211271574,POINT (-122.35051 47.15252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053071307
YV4ED3UR0M,King,Seattle,WA,98112,2021,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37.0,161138589,POINT (-122.30716 47.62687),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800
5YJYGDEE2M,Kittitas,Cle Elum,WA,98922,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,13.0,156852419,POINT (-120.93943 47.195),PUGET SOUND ENERGY INC,53037975102
5YJSA1E26J,King,Kirkland,WA,98033,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,45.0,333063790,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402
5YJYGDEE5M,Thurston,Olympia,WA,98502,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22.0,161692870,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
5YJ3E1EB2L,King,Fall City,WA,98024,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,5.0,166476243,POINT (-121.89086 47.56812),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032500
5YJYGDEE4M,King,Maple Valley,WA,98038,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5.0,168364766,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031603
1G1RA6S5XH,King,Issaquah,WA,98029,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,5.0,219260933,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220
5YJSA1CN1D,Benton,Kennewick,WA,99338,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,16.0,346442414,POINT (-119.3118 46.20664),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005010811
2C4RC1S74M,King,Seattle,WA,98112,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,43.0,151301006,POINT (-122.30716 47.62687),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006500
WVGGNPE29M,King,Black Diamond,WA,98010,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5.0,187598799,POINT (-122.00143 47.30893),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031603
KNDCC3LG2L,King,Kirkland,WA,98033,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,45.0,154054673,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402
5YJ3E1EA2J,Thurston,Olympia,WA,98513,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,2.0,185708232,POINT (-122.80277 46.99409),PUGET SOUND ENERGY INC,53067012332
1G1RD6E40D,Whatcom,Bellingham,WA,98226,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,40.0,172424073,POINT (-122.49756 48.7999),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000807
WVGJNPE29M,Chelan,Wenatchee,WA,98801,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,12.0,197591978,POINT (-120.30522 47.41494),PUD NO 1 OF CHELAN COUNTY,53007961304
WBY1Z4C53F,King,Seattle,WA,98117,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,36.0,348525782,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001600
5UXTA6C02M,Whatcom,Blaine,WA,98230,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,42.0,135124027,POINT (-122.74888 48.99404),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010410
2C4RC1N74M,King,Auburn,WA,98092,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,31.0,141878859,POINT (-122.17663 47.32326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031603
5YJYGDEF0M,King,Seattle,WA,98117,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36.0,136905933,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001702
3C3CFFGE8E,King,Seattle,WA,98122,2014,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,37.0,222784761,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008700
3FMTK4SX6N,Lewis,Centralia,WA,98531,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,20.0,213493682,POINT (-122.95298 46.72894),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,53041970200
5YJ3E1EB3N,King,Bellevue,WA,98004,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41.0,213373408,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807
7SAYGDEE2N,King,Woodinville,WA,98072,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,182942168,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021802
WVWKR7AU9K,King,Seattle,WA,98103,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,43.0,319615495,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800
1G1FW6S01H,Clark,Battle Ground,WA,98604,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,18.0,348616348,POINT (-122.5331 45.78092),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040504
7SAYGDEE6N,Skagit,Bow,WA,98232,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,40.0,224382903,POINT (-122.397 48.56045),PUGET SOUND ENERGY INC,53057950802
5YJ3E1EA1K,King,Seatac,WA,98188,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,33.0,9531245,POINT (-122.28879 47.44538),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028100
5YJ3E1EA7M,Pierce,Tacoma,WA,98407,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,27.0,146862866,POINT (-122.51766 47.27779),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060500
5YJYGDEF5L,Clark,Battle Ground,WA,98604,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,18.0,110656164,POINT (-122.5331 45.78092),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040504
5YJ3E1EB8J,King,Redmond,WA,98052,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45.0,132876131,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323
KNDCC3LG3K,King,Seattle,WA,98125,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,46.0,476697945,POINT (-122.3026 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000800
5YJ3E1EB0K,Snohomish,Arlington,WA,98223,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,39.0,476416909,POINT (-122.1264 48.19471),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053506
1N4AZ0CP1E,King,Bellevue,WA,98008,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,48.0,127750010,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023100
5YJYGDEE9M,King,Seattle,WA,98112,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43.0,133704350,POINT (-122.30716 47.62687),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400
5YJSA1CN5D,King,Bellevue,WA,98004,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,41.0,2387822,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807
5YJSA1DN0D,King,Renton,WA,98059,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,11.0,158493303,POINT (-122.15771 47.50549),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025103
WBY1Z2C59E,Snohomish,Everett,WA,98203,2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,38.0,103884056,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061041400
KNDJX3AE6G,King,Kirkland,WA,98034,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,45.0,127558252,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904
5YJYGAEE0M,Snohomish,Bothell,WA,98021,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1.0,181449348,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
5YJ3E1EA7J,King,Seattle,WA,98107,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,43.0,134319230,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003400
7SAYGDEE5N,Clark,Camas,WA,98607,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,18.0,207320319,POINT (-122.40199 45.58694),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040609
5YJXCAE45G,King,Bellevue,WA,98006,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,41.0,257184175,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024905
7SAYGDEFXN,King,Kirkland,WA,98034,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,195395154,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021903
5YJ3E1EA0K,King,Renton,WA,98058,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,11.0,219517707,POINT (-122.08747 47.4466),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031910
5YJYGDED0M,Kittitas,Ellensburg,WA,98926,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,13.0,144399328,POINT (-120.54872 46.99703),PUGET SOUND ENERGY INC,53037975700
LREKK5RX2J,Pierce,Orting,WA,98360,2018,CADILLAC,CT6,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,31,75095,2.0,141072921,POINT (-122.20166 47.09596),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070100
3FA6P0SU5F,King,Mercer Island,WA,98040,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,41.0,138235478,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024301
WBAJA9C52J,King,Seattle,WA,98102,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,52650,43.0,153733842,POINT (-122.32427 47.63433),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006100
1N4AZ0CP9F,Island,Camano Island,WA,98282,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,10.0,246349372,POINT (-122.40049 48.23986),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53029971400
JN1AZ0CP5B,Kitsap,Bainbridge Island,WA,98110,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,23.0,241220108,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090901
5YJSA1E29H,Pierce,Gig Harbor,WA,98332,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,26.0,132706745,POINT (-122.60302 47.36223),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072509
1FTVW1EL2N,Chelan,Chelan,WA,98816,2022,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,12.0,218022941,POINT (-120.01454 47.83985),PUD NO 1 OF CHELAN COUNTY,53007960303
5YJYGDEE1L,King,Woodinville,WA,98072,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,45.0,116898673,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032307
1N4BZ1BV2N,King,Seattle,WA,98115,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46.0,180500351,POINT (-122.31765 47.70013),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002000
JHMZC5F30J,King,Maple Valley,WA,98038,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,5.0,195470257,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032005
5YJYGDEE7M,King,Bellevue,WA,98004,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48.0,170362993,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023806
1FADP5EU2H,Benton,West Richland,WA,99353,2017,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,8.0,127465782,POINT (-119.33788 46.2969),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005010703
KNDC4DLC2N,Whitman,Pullman,WA,99163,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9.0,207120098,POINT (-117.18147 46.73015),AVISTA CORP,53075000400
WDC0G5EB3K,Snohomish,Mill Creek,WA,98012,2019,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,10,0,44.0,476553969,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052004
5YJ3E1EB4J,Pierce,South Hill,WA,98374,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,2.0,474229038,POINT (-122.28449 47.146),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053073129
1G6RM1E43E,Benton,Prosser,WA,99350,2014,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,16.0,102220079,POINT (-119.76877 46.20645),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005011801
5YJ3E1EB1J,King,Redmond,WA,98052,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,48.0,475901821,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032313
KNDC4DLC1N,Skagit,Mount Vernon,WA,98274,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,10.0,209126389,POINT (-122.32267 48.41626),PUGET SOUND ENERGY INC,53057952403
WMEFJ9BA8H,Clark,Vancouver,WA,98663,2017,SMART,FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,0,49.0,326424605,POINT (-122.64695 45.65675),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041011
1G1RA6E40C,Snohomish,Everett,WA,98208,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,44.0,459357,POINT (-122.18637 47.89252),PUGET SOUND ENERGY INC,53061041609
1FADP5CU6F,King,Auburn,WA,98001,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,30.0,237236646,POINT (-122.23035 47.3074),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030405
5UXTA6C07N,King,Medina,WA,98039,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,48.0,190173007,POINT (-122.23892 47.61613),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024200
5YJ3E1EA2J,King,Newcastle,WA,98059,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,41.0,194206001,POINT (-122.15771 47.50549),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005
5YJ3E1EB8N,Snohomish,Lake Stevens,WA,98258,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44.0,205951434,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052505
